Data of TT&C requirements

Number of requirements
150
Number of constraints
6
Points in day time
1800 0 0 18000 10800 14400 0 43200 0 0 1800 0 1800 0 0 18000 10800 14400 0 43200 0 0 1800 0 1800 1800 0 0 18000 10800 14400 0 43200 0 0 1800 0 1800 0 0 18000 10800 14400 0 43200 0 0 1800 0 1800 1800 0 0 18000 10800 14400 0 43200 0 0 1800 0 1800 0 0 18000 10800 14400 0 43200 0 0 1800 0 1800 1800 0 0 18000 10800 14400 0 43200 0 0 1800 0 1800 0 0 18000 10800 14400 0 43200 0 0 1800 0 1800 1800 0 0 18000 10800 14400 0 43200 0 0 1800 0 1800 0 0 18000 10800 14400 0 43200 0 0 1800 0 1800 1800 0 0 18000 10800 14400 0 43200 0 0 1800 0 1800 0 0 18000 10800 14400 0 43200 0 0 1800 0 1800
Number of total TT&C laps of each requirement
4 4 4 4 4 4 2 3 1 2 4 3 4 4 4 4 4 4 4 4 4 2 4 3 4 4 4 4 4 4 4 2 3 1 2 4 3 4 4 4 4 4 4 4 4 4 2 4 3 4 4 4 4 4 4 4 2 3 1 2 4 3 4 4 4 4 4 4 4 4 4 2 4 3 4 4 4 4 4 4 4 2 3 1 2 4 3 4 4 4 4 4 4 4 4 4 2 4 3 4 4 4 4 4 4 4 2 3 1 2 4 3 4 4 4 4 4 4 4 4 4 2 4 3 4 4 4 4 4 4 4 2 3 1 2 4 3 4 4 4 4 4 4 4 4 4 2 4 3 4
Number of lifting TT&C laps of each requirement
2 0 0 2 2 2 1 0 0 0 0 1 0 2 2 2 0 0 2 2 2 1 0 0 0 2 0 0 2 2 2 1 0 0 0 0 1 0 2 2 2 0 0 2 2 2 1 0 0 0 2 0 0 2 2 2 1 0 0 0 0 1 0 2 2 2 0 0 2 2 2 1 0 0 0 2 0 0 2 2 2 1 0 0 0 0 1 0 2 2 2 0 0 2 2 2 1 0 0 0 2 0 0 2 2 2 1 0 0 0 0 1 0 2 2 2 0 0 2 2 2 1 0 0 0 2 0 0 2 2 2 1 0 0 0 0 1 0 2 2 2 0 0 2 2 2 1 0 0 0
Number of descending TT&C laps of each requirement
2 0 0 2 2 2 1 0 0 0 0 2 0 2 2 2 0 0 2 2 2 1 0 0 0 2 0 0 2 2 2 1 0 0 0 0 2 0 2 2 2 0 0 2 2 2 1 0 0 0 2 0 0 2 2 2 1 0 0 0 0 2 0 2 2 2 0 0 2 2 2 1 0 0 0 2 0 0 2 2 2 1 0 0 0 0 2 0 2 2 2 0 0 2 2 2 1 0 0 0 2 0 0 2 2 2 1 0 0 0 0 2 0 2 2 2 0 0 2 2 2 1 0 0 0 2 0 0 2 2 2 1 0 0 0 0 2 0 2 2 2 0 0 2 2 2 1 0 0 0 
Number of leaving TT&C laps of each requirement
0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0
Number of entry TT&C laps of each requirement
0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0
Constraint matrix of the TT&C requirements
1	1	1	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	1	1	0	0	0	
1	1	1	0	0	0	
1	1	1	0	0	0	
1	1	1	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	1	1	0	0	0	
1	0	0	0	0	0	
1	1	1	0	0	0	
1	1	1	1	0	0	
1	1	1	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	1	1	0	0	0	
1	1	1	0	0	0	
1	1	1	0	0	0	
1	1	1	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0
1	1	1	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	1	1	0	0	0	
1	1	1	0	0	0	
1	1	1	0	0	0	
1	1	1	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	1	1	0	0	0	
1	0	0	0	0	0	
1	1	1	0	0	0	
1	1	1	1	0	0	
1	1	1	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	1	1	0	0	0	
1	1	1	0	0	0	
1	1	1	0	0	0	
1	1	1	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0
1	1	1	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	1	1	0	0	0	
1	1	1	0	0	0	
1	1	1	0	0	0	
1	1	1	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	1	1	0	0	0	
1	0	0	0	0	0	
1	1	1	0	0	0	
1	1	1	1	0	0	
1	1	1	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	1	1	0	0	0	
1	1	1	0	0	0	
1	1	1	0	0	0	
1	1	1	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0
1	1	1	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	1	1	0	0	0	
1	1	1	0	0	0	
1	1	1	0	0	0	
1	1	1	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	1	1	0	0	0	
1	0	0	0	0	0	
1	1	1	0	0	0	
1	1	1	1	0	0	
1	1	1	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	1	1	0	0	0	
1	1	1	0	0	0	
1	1	1	0	0	0	
1	1	1	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0
1	1	1	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	1	1	0	0	0	
1	1	1	0	0	0	
1	1	1	0	0	0	
1	1	1	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	1	1	0	0	0	
1	0	0	0	0	0	
1	1	1	0	0	0	
1	1	1	1	0	0	
1	1	1	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	1	1	0	0	0	
1	1	1	0	0	0	
1	1	1	0	0	0	
1	1	1	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0
1	1	1	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	1	1	0	0	0	
1	1	1	0	0	0	
1	1	1	0	0	0	
1	1	1	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	1	1	0	0	0	
1	0	0	0	0	0	
1	1	1	0	0	0	
1	1	1	1	0	0	
1	1	1	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	1	1	0	0	0	
1	1	1	0	0	0	
1	1	1	0	0	0	
1	1	1	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0


